eid,w,o10,s1000
3892,0,1540,41
3892,0,1707,81
3892,0,1762,300
3892,0,30,-41
3892,0,440,-186
3892,0,98,22
3892,0,18,-212
3893,0,58,-144
3893,0,124,21
3893,0,255,-120
3893,0,21,-139
3893,1,53,19
3893,0,1060,339
3893,0,131,58
3893,0,45,40
3894,0,2261,308
3894,0,2212,374
3894,0,339,192
3894,0,70,-190
3894,0,2212,-55
3894,0,53,-199
3894,0,16,-264
3894,0,336,-104
3894,0,1096,116
3894,0,348,34
3895,0,1785,-352
3895,0,1873,-295
3895,0,2133,-321
3895,0,178,-321
3895,0,606,-80
3895,0,1335,-106
3895,1,69,-137
3895,0,71,-149
3895,0,11,-314
3895,0,1077,-70
3895,0,2664,-99
3896,1,87,46
3896,0,63,53
3896,0,1326,336
3896,0,31,385
3896,0,54,-32
3896,0,156,-29
3896,0,56,34
3896,0,43,-112
3897,0,54,98
3897,0,125,9
3897,0,42,-275
3897,0,129,56
3897,0,958,29
3897,1,34,-84
3897,0,30,-186
3898,0,19,-98
3898,0,224,196
3898,0,48,-103
3898,0,68,-40
3898,1,113,-162
3898,0,2585,407
3898,0,1335,10
3898,0,1729,231
3898,0,45,-65
3898,0,989,60
3898,0,775,402
3899,0,48,-123
3899,0,468,32
3899,0,30,-33
3899,0,47,-53
3899,0,1917,293
3899,0,1253,487
3899,0,87,-70
3899,0,283,87
3899,0,68,8
3899,1,59,-108
3900,0,151,-131
3900,0,58,-60
3900,0,29,-259
3900,1,18,-462
3900,0,853,-52
3900,0,705,3
3900,0,97,-254
3900,0,1019,1
3901,1,75,69
3901,0,88,-53
3901,0,443,406
3901,0,56,127
3901,0,137,-61
3901,0,516,86
3901,0,58,68
3901,0,535,165
3901,0,72,294
3901,0,28,-109
3901,0,791,169
3901,0,508,450
3902,0,127,64
3902,0,304,226
3902,1,36,149
3902,0,107,83
3902,0,76,-199
3902,0,264,334
3902,0,210,345
3902,0,98,44
3902,0,72,181
3902,0,41,-254
3902,0,270,207
3902,0,240,90
3903,0,1008,153
3903,0,386,28
3903,0,1701,126
3903,0,489,67
3903,0,1322,29
3903,1,36,78
3903,0,50,-96
3903,0,723,-188
3903,0,410,216
3903,0,14,-398
3904,0,127,-371
3904,0,2961,220
3904,0,421,233
3904,0,1856,-19
3904,0,662,-28
3904,0,248,-215
3904,0,71,-264
3904,0,5417,250
3904,0,52,-128
3904,0,3479,-121
3904,0,705,-60
3904,0,2057,67
3904,0,1901,131
3904,0,659,24
3904,0,41,483
3905,0,1438,157
3905,0,1303,-113
3905,0,1106,-50
3905,0,1041,-40
3905,0,759,-13
3905,0,429,51
3905,0,216,238
3905,0,245,-297
3905,0,361,-50
3905,1,32,-156
3905,0,20,-156
3905,0,85,-183
3905,0,70,-183
3906,0,258,-200
3906,0,1939,71
3906,1,10,-262
3906,0,93,335
3906,0,140,-60
3906,0,165,-35
3906,0,1205,-200
3906,0,731,268
3906,0,3273,104
3906,0,1908,8
3906,0,2127,39
3906,0,1054,-132
3907,0,230,-91
3907,0,3193,177
3907,0,725,34
3907,0,354,-48
3907,0,952,-70
3907,0,808,-102
3907,0,31,-357
3907,0,710,-76
3907,0,171,31
3907,0,78,-194
3907,0,162,-191
3908,0,196,-53
3908,0,76,-176
3908,0,2081,31
3908,0,310,-21
3908,0,41,-131
3908,0,215,-181
3908,0,184,-61
3908,0,2326,246
3908,0,2468,-29
3908,0,67,180
3908,0,191,57
3908,0,509,64
3908,0,173,-158
3909,0,842,-56
3909,0,5014,229
3909,0,332,41
3909,0,2585,222
3909,0,25,-272
3909,0,322,-5
3909,0,1059,-81
3909,0,117,-74
3909,0,526,-237
3909,0,176,-21
3909,0,187,94
3909,1,18,-194
3909,0,3734,218
3910,1,68,-89
3910,0,558,221
3910,0,361,274
3910,0,39,-116
3910,0,25,-309
3910,0,278,-191
3910,0,48,-306
3910,0,2116,198
3911,0,106,-16
3911,0,2546,428
3911,0,2016,88
3911,1,141,-360
3911,0,3621,310
3911,0,1029,106
3911,0,1105,64
3911,0,101,-67
3911,0,3255,158
3911,0,3663,311
3912,0,94,-50
3912,0,408,389
3912,0,292,27
3912,0,43,-84
3912,0,55,-98
3912,1,17,-278
3912,0,2395,47
3912,0,279,-240
3912,0,1731,135
3912,0,2449,178
3913,0,3916,-120
3913,0,817,-240
3913,0,7230,116
3913,0,48,73
3913,0,8053,15
3913,0,3042,-119
3913,0,50,-395
3913,0,182,-214
3913,0,1829,-241
3913,0,75,-241
3914,0,54,-99
3914,0,689,102
3914,0,495,42
3914,0,201,-100
3914,0,1095,-51
3914,0,287,-22
3914,1,39,-193
3914,0,707,-167
3914,0,1692,-170
3914,0,285,98
3914,0,52,-119
3914,0,224,-128
3914,0,106,-53
3914,0,40,-76
3914,0,2227,438
3915,0,58,-44
3915,1,402,90
3915,0,55,132
3915,0,14,-242
3915,0,124,-52
3915,0,1673,168
3915,0,192,-159
3915,0,1419,-9
3915,0,455,103
3915,0,275,-94
3916,0,758,-23
3916,0,117,-65
3916,0,81,-24
3916,0,609,45
3916,0,1650,65
3916,0,369,141
3917,0,2767,290
3917,0,978,193
3917,0,182,-7
3917,0,33,-49
3917,0,165,11
3917,0,59,-87
3917,1,20,-56
3917,0,234,21
3917,0,297,359
3918,0,78,83
3918,1,80,-58
3918,0,287,8
3918,0,2505,44
3918,0,43,-70
3918,0,1831,59
3918,0,503,18
3919,0,1747,21
3919,0,59,-48
3919,0,62,5
3919,0,3170,69
3919,0,487,23
3919,0,2258,182
3919,0,216,-126
3919,1,19,-166
3919,0,46,-81
3919,0,280,-45
3920,0,85,14
3920,0,1732,68
3920,0,1062,-114
3920,0,259,-64
3920,0,2809,-47
3920,0,598,-234
3920,1,18,-237
3920,0,63,-63
3920,0,28,-173
3920,0,2312,-11
3921,0,25,-152
3921,0,364,-72
3921,0,1656,-45
3921,0,1687,135
3921,0,70,-73
3921,0,412,25
3921,0,89,-104
3921,0,131,-117
3921,0,318,-69
3921,0,2965,17
3921,1,22,-335
3923,0,69,40
3923,0,96,-74
3923,0,136,212
3923,0,39,-141
3923,1,19,-169
3923,0,234,96
3923,0,682,-99
3923,0,562,324
3923,0,265,-79
3923,0,205,157
3924,0,57,-77
3924,0,206,-88
3924,0,15,-176
3924,0,2548,179
3924,0,3677,137
3924,1,274,-217
3924,0,359,-62
3924,0,1449,-137
3924,0,45,-43
3924,0,211,-106
3924,0,296,60
3925,0,51,-101
3925,0,814,-60
3925,0,180,-99
3925,0,243,154
3925,0,99,103
3925,1,50,-192
3925,0,17,-285
3925,0,256,-176
3925,0,228,-25
3926,0,49,-72
3926,0,2027,284
3926,0,280,-11
3926,0,313,197
3926,0,211,-266
3926,1,14,-352
3926,0,2756,-153
3926,0,783,-93
3926,0,838,-63
3926,0,1517,-97
3927,0,294,35
3927,0,235,208
3927,0,82,156
3927,0,23,73
3927,1,28,-134
3927,0,92,89
3927,0,319,168
3927,0,577,284
3928,0,171,279
3928,0,211,278
3928,0,65,113
3928,0,57,-23
3928,0,56,-17
3928,0,221,68
3928,0,66,19
3928,0,24,103
3928,1,462,69
3928,0,501,104
3929,0,330,-50
3929,0,806,99
3929,0,1037,198
3929,0,1883,291
3929,0,309,111
3929,0,1129,310
3929,0,54,-225
3930,1,96,-381
3930,0,695,-174
3930,0,698,-98
3930,0,202,-257
3930,0,1436,289
3930,0,470,122
3930,0,165,-108
3930,0,1582,39
3930,0,3216,176
3930,0,69,-289
3930,0,12,-516
3931,1,27,126
3931,0,54,434
3931,0,367,-21
3931,0,398,156
3931,0,325,366
3931,0,531,131
3931,0,345,153
3931,0,160,54
3931,0,1317,204
3931,0,23,102
3931,0,1349,262
3931,0,135,11
3932,0,400,50
3932,0,1427,-38
3932,0,45,-57
3932,0,662,-95
3932,0,382,-21
3932,0,114,-177
3932,0,93,-203
3932,0,379,1
3932,0,1091,19
3933,0,2342,520
3933,1,94,126
3933,0,32,-177
3933,0,272,-44
3933,0,264,-33
3933,0,81,-86
3933,0,168,-61
3933,0,2215,63
3933,0,246,473
3933,0,26,-154
3934,0,60,-224
3934,0,156,-168
3934,0,518,189
3934,0,23,-49
3934,0,276,-224
3935,0,764,-147
3935,0,154,-221
3935,0,103,-47
3935,0,92,-96
3935,0,579,-83
3935,0,2375,221
3935,0,23,-114
3935,0,33,-87
3935,0,357,-127
3935,0,311,164
3936,0,57,4
3936,1,51,-81
3936,0,33,74
3936,0,1451,-65
3936,0,114,-124
3936,0,82,495
3936,0,944,93
3936,0,56,17
3936,0,2164,71
3937,0,1915,-140
3937,0,63,-210
3937,0,509,-153
3937,0,546,-121
3937,0,138,-316
3937,0,78,-97
3937,0,274,-218
3937,0,1780,479
3937,0,54,33
3937,0,1000,145
3937,0,317,-142
3938,0,79,-58
3938,0,1128,440
3938,0,43,49
3938,0,160,11
3938,0,161,202
3938,0,2385,551
3938,0,205,-6
3938,0,203,108
3938,0,455,-3
3938,0,808,139
3939,0,853,235
3939,0,30,-221
3939,1,12,-261
3939,0,772,0
3939,0,1612,104
3939,0,3311,404
3939,0,2168,508
3939,0,2474,236
3939,0,3141,350
3940,0,280,62
3940,0,134,-49
3940,0,289,-38
3940,0,684,225
3940,0,254,136
3940,0,1855,533
3940,0,270,-44
3940,0,1275,-11
3940,1,13,-95
3940,0,1479,397
3940,0,656,375
3941,0,1061,192
3941,0,67,34
3941,1,28,43
3941,0,301,226
3941,0,1521,504
3941,0,836,187
3941,0,14,-20
3942,1,11,111
3942,0,109,79
3942,0,612,206
3942,0,1939,248
3942,0,206,-106
3942,0,449,-93
3942,0,155,66
3942,0,556,104
3942,0,325,-39
3943,0,3486,163
3943,0,1682,171
3943,0,1425,6
3943,0,69,-288
3943,1,20,-27
3943,0,784,40
3943,0,45,-217
3943,0,477,185
3943,0,4075,387
3943,0,890,91
3943,0,33,-273
3944,0,360,91
3944,0,108,-127
3944,0,565,27
3944,0,280,-158
3944,0,1682,157
3944,0,1531,162
3944,0,195,-88
3944,0,908,78
3944,0,31,-196
3944,1,14,-427
3945,0,986,-52
3945,0,277,314
3945,0,50,-124
3945,0,155,1
3945,1,13,-101
3945,0,644,152
3945,0,214,179
3945,0,233,361
3945,0,229,-28
3945,0,756,105
3945,0,228,65
3946,0,2060,254
3946,0,40,-90
3946,0,556,257
3946,0,135,149
3946,0,130,120
3946,1,57,-248
3946,0,2173,167
3946,0,16,-367
3946,0,226,4
3947,0,42,85
3947,0,73,40
3947,0,681,392
3947,0,55,-259
3947,0,1662,304
3947,1,24,295
3947,0,675,257
3947,0,1792,316
3948,0,73,-66
3948,0,24,69
3948,0,306,476
3948,1,45,-298
3948,0,57,54
3948,0,1990,109
3948,0,257,169
3948,0,916,161
3949,0,38,-87
3949,0,258,-25
3949,0,105,-197
3949,0,184,-47
3949,0,175,-82
3949,0,125,-183
3949,0,906,28
3949,1,17,-280
3949,0,306,-90
3949,0,222,-88
3950,0,211,114
3950,1,130,327
3950,0,83,-95
3950,0,63,-150
3950,0,286,61
3950,0,159,-123
3950,0,308,139
3950,0,72,2
3950,0,52,-13
3950,0,162,-119
3950,0,46,-111
3950,0,89,-115
3951,0,59,0
3951,0,468,55
3951,0,1131,-45
3951,0,30,-70
3951,0,193,-189
3951,0,470,-67
3951,0,631,-71
3951,1,46,-59
3951,0,108,-119
3951,0,47,-173
3952,0,1225,-184
3952,0,64,121
3952,0,720,-104
3952,0,330,-10
3952,0,14,-396
3952,0,1392,-38
3952,0,1874,-144
3953,0,50,-277
3953,0,2735,22
3953,0,499,-177
3953,0,175,-153
3953,0,231,-9
3953,0,505,-47
3953,1,11,-305
3953,0,1569,8
3953,0,1358,483
3954,0,2604,218
3954,0,80,-106
3954,0,182,-34
3954,0,389,-19
3954,0,22,-128
3954,0,39,-43
3954,0,658,36
3954,0,2611,306
3954,0,1022,345
3954,0,1278,44
3954,0,161,358
3954,0,363,97
3954,0,176,247
3954,0,649,-180
3955,0,33,-188
3955,0,2035,140
3955,0,89,-26
3955,0,980,60
3955,0,156,-78
3955,0,619,75
3955,0,45,-279
3955,0,1379,148
3955,0,662,-61
3955,0,222,-47
3955,0,2865,15
3955,1,31,-234
3956,0,2349,-42
3956,0,3050,168
3956,0,28,-227
3956,0,1507,121
3956,0,2226,103
3956,1,23,-381
3956,0,145,-8
3956,0,280,-102
3956,0,1534,36
3956,0,44,-217
3956,0,3193,42
3956,0,143,-9
3956,0,795,49
3957,0,461,-168
3957,0,608,144
3957,0,40,-403
3957,0,51,-130
3957,0,3731,217
3957,0,1826,21
3957,1,15,-189
3957,0,88,347
3957,0,897,-32
3958,1,88,-116
3958,0,674,-165
3958,0,114,-15
3958,0,659,-107
3958,0,3071,236
3958,0,1026,147
3958,0,225,-103
3958,0,991,-166
3958,0,14,-462
3958,0,2318,-7
3958,0,212,-64
3958,0,147,2
3958,0,1200,-171
3958,0,76,-122
3959,0,479,33
3959,0,70,-22
3959,0,958,-4
3959,1,18,-275
3959,0,1326,-85
3959,0,41,-217
3959,0,192,-156
3959,0,89,-264
3959,0,174,-194
3959,0,302,-231
3960,0,260,-98
3960,1,26,-302
3960,0,107,-180
3960,0,399,-107
3960,0,677,-189
3960,0,416,-157
3960,0,311,431
3960,0,295,12
3960,0,304,65
3960,0,43,-391
3960,0,1171,33
3960,0,48,-157
3960,0,482,61
3960,0,192,-62
3960,0,183,-209
3961,0,808,-40
3961,0,1050,-129
3961,0,194,-251
3961,0,2271,188
3961,0,73,95
3961,0,541,-4
3961,1,17,-211
3961,0,26,-245
3961,0,120,-88
3962,0,388,83
3962,0,90,67
3962,0,39,-162
3962,0,51,-288
3962,0,528,-90
3962,0,1341,147
3962,0,382,35
3962,1,45,-161
3962,0,1262,158
3962,0,355,219
3962,0,60,-352
3962,0,1779,188
3962,0,414,218
3963,0,975,113
3963,0,37,-40
3963,0,47,14
3963,0,18,-26
3963,0,320,7
3963,0,1683,35
3963,0,1318,70
3963,0,253,-165
3963,1,117,-267
3963,0,1073,14
3963,0,337,94
3964,0,301,-9
3964,0,417,114
3964,0,4136,461
3964,1,14,-444
3964,0,143,109
3964,0,258,-64
3964,0,84,-107
3964,0,295,-114
3964,0,1283,-1
3964,0,480,-61
3966,0,34,-58
3966,1,159,-29
3966,0,36,-80
3966,0,174,71
3966,0,1814,420
3966,0,44,45
3966,0,53,-85
3966,0,1525,291
3966,0,479,138
3966,0,793,9
3967,0,671,179
3967,0,2029,143
3967,0,234,-80
3967,0,244,77
3967,0,188,-54
3967,0,314,43
3967,0,79,-97
3967,1,17,-125
3967,0,1563,389
3967,0,27,-200
3968,0,2448,256
3968,1,25,-210
3968,0,103,-224
3968,0,231,-197
3968,0,224,-1
3968,0,250,-19
3968,0,75,-38
3968,0,364,-118
3968,0,337,115
3968,0,1379,105
3968,0,23,-178
3969,0,194,56
3969,0,2272,165
3969,0,35,-137
3969,0,313,78
3969,0,2510,289
3969,0,553,-32
3969,1,26,-181
3969,0,40,-272
3969,0,112,-24
3969,0,69,-127
3970,0,39,-7
3970,0,448,205
3970,0,319,230
3970,0,92,92
3970,1,85,147
3970,0,422,-6
3970,0,24,-7
3970,0,161,34
3970,0,113,14
3970,0,72,92
3971,0,43,39
3971,0,76,-114
3971,0,58,-202
3971,0,118,20
3971,0,843,189
3971,0,1225,-38
3971,0,545,132
3971,0,474,12
3971,0,19,-204
3971,1,226,-68
3972,0,59,-446
3972,1,17,-328
3972,0,115,-293
3972,0,483,4
3972,0,168,-49
3972,0,885,-131
3972,0,1339,40
3972,0,676,59
3972,0,1333,131
3972,0,2783,176
3972,0,32,-16
3973,0,137,-178
3973,0,23,-286
3973,0,847,65
3973,0,197,-279
3973,0,2542,-35
3973,0,3910,91
3973,0,371,-138
3973,1,39,-263
3973,0,33,-82
3973,0,1242,103
3973,0,146,55
3973,0,635,208
3974,1,16,-66
3974,0,2628,30
3974,0,259,105
3974,0,229,-75
3974,0,67,-119
3974,0,2075,-26
3974,0,655,4
3974,0,95,76
3974,0,38,-161
3974,0,1817,22
3974,0,967,-73
3974,0,1169,212
3975,0,900,150
3975,0,564,236
3975,0,62,-38
3975,0,814,178
3975,0,26,-108
3975,0,634,123
3975,0,360,64
3975,0,149,261
3975,0,2200,166
3975,0,283,184
3975,1,20,-96
3976,0,1164,18
3976,0,128,123
3976,0,159,125
3976,0,78,247
3976,0,208,198
3976,0,226,-13
3976,0,485,70
3976,0,951,301
3976,1,11,-117
3977,0,1798,456
3977,0,62,-15
3977,0,1199,82
3977,0,68,8
3977,0,588,94
3977,0,28,28
3977,0,79,0
3977,0,35,-64
3977,1,65,-140
3978,0,1999,432
3978,0,182,139
3978,0,297,28
3978,0,47,142
3978,0,83,-178
3978,1,219,105
3978,0,681,166
3978,0,13,-195
3979,1,20,446
3979,0,38,-61
3979,0,77,-200
3979,0,690,297
3979,0,376,-54
3979,0,131,32
3979,0,2021,528
3979,0,105,113
3979,0,1308,281
3979,0,222,176
3979,0,118,-79
3980,0,1334,-149
3980,0,20,-261
3980,0,126,84
3980,0,404,-57
3980,1,66,-192
3980,0,351,-20
3980,0,2054,243
3980,0,1123,-44
3980,0,31,-217
3980,0,78,-292
3981,1,16,-160
3981,0,35,-191
3981,0,104,-151
3981,0,58,55
3981,0,186,-78
3981,0,2447,271
3981,0,487,-9
3981,0,2365,104
3981,0,834,55
3981,0,1407,137
3981,0,1962,-57
3982,0,118,-171
3982,0,61,15
3982,0,374,194
3982,1,15,-267
3982,0,269,-133
3982,0,42,-259
3982,0,200,98
3983,0,682,-189
3983,0,78,9
3983,1,17,-190
3983,0,63,-40
3984,0,661,33
3984,0,143,-274
3984,0,90,-117
3984,0,2302,304
3984,0,1611,129
3984,0,1531,84
3984,0,365,-178
3984,0,86,-39
3984,1,22,-397
3984,0,21,-205
3985,0,519,-74
3985,0,31,-78
3985,0,145,-214
3985,0,108,-151
3985,0,119,-18
3985,0,869,-95
3985,0,2676,1
3985,0,1896,-19
3985,1,43,-198
3985,0,37,-214
3986,0,65,-136
3986,0,262,-109
3986,0,1243,150
3986,0,150,-31
3986,0,132,-185
3986,1,19,-386
3986,0,2288,24
3986,0,2060,94
3986,0,308,-80
3986,0,1234,325
3987,0,49,-262
3987,0,4677,57
3987,0,402,-104
3987,0,1817,-57
3987,0,228,-138
3987,0,4096,-23
3987,0,144,-28
3987,0,46,-152
3987,0,186,-8
3987,0,518,148
3987,0,205,109
3987,1,20,-248
3988,0,1178,7
3988,0,26,-137
3988,1,53,-36
3988,0,64,45
3988,0,113,-219
3988,0,218,-99
3988,0,896,72
3988,0,1676,137
3989,0,1456,-117
3989,0,2356,-75
3989,0,22,-150
3989,0,163,-263
3989,0,455,-126
3989,0,3656,688
3989,0,95,-71
3989,1,37,-152
3989,0,48,-37
3989,0,490,-62
3989,0,1438,320
3989,0,3061,-42
3990,0,262,-250
3990,0,17,-298
3990,0,109,-45
3990,0,242,-245
3990,0,60,-238
3990,0,370,281
3990,0,2550,130
3990,0,1039,30
3990,1,40,-96
3991,0,1050,-111
3991,0,283,-238
3991,0,186,-43
3991,0,1862,527
3991,0,15,-144
3991,0,62,-30
3991,0,831,74
3991,0,186,-51
3992,0,118,-217
3992,0,776,135
3992,0,109,117
3992,0,1302,183
3992,0,35,-127
3993,0,143,-142
3993,0,858,-135
3993,0,740,-276
3993,0,215,57
3993,0,1156,-155
3993,0,23,-158
3993,1,88,-192
3993,0,278,-148
3993,0,775,-30
3993,0,100,-110
3993,0,32,-25
3993,0,88,-268
3994,0,1777,-86
3994,0,685,69
3994,0,434,9
3994,1,87,-177
3994,0,17,-192
3994,0,41,-307
3994,0,1192,-25
3994,0,744,388
3994,0,61,-86
3995,0,1354,-47
3995,0,707,-2
3995,0,311,163
3995,0,39,-137
3995,0,53,-275
3995,0,1387,-190
3995,0,36,-298
3995,0,369,-6
3995,0,219,-189
3995,1,47,-101
3995,0,115,-178
3995,0,2705,390
3996,0,567,-1
3996,0,1281,18
3996,0,996,113
3996,0,575,112
3996,0,2511,270
3996,0,425,23
3996,0,371,19
3996,0,70,-158
3996,0,387,-77
3996,1,34,-200
3996,0,25,-203
3997,0,535,50
3997,0,78,-166
3997,1,227,30
3997,0,46,-179
3997,0,435,3
3997,0,44,-194
3997,0,223,-120
3997,0,49,-370
3997,0,755,466
3997,0,211,41
3997,0,34,-299
3998,0,468,7
3998,0,1311,192
3998,0,1555,58
3998,0,2151,498
3998,0,172,-113
3998,0,1953,200
3998,0,25,-251
3998,0,1273,39
3998,1,26,-257
3998,0,1241,167
3998,0,102,-141
3999,0,234,457
3999,1,38,42
3999,0,60,79
3999,0,1334,252
3999,0,24,415
3999,0,674,146
3999,0,1641,88
3999,0,960,-9
3999,0,46,56
4000,0,1165,-66
4000,1,18,92
4000,0,159,124
4000,0,29,72
4000,0,145,136
4000,0,61,-97
4000,0,289,-151
4000,0,917,107
4000,0,505,271
4000,0,1324,55
4002,0,963,106
4002,0,159,-11
4002,0,215,-135
4002,0,12,-293
4002,0,1551,140
4002,0,290,60
4002,0,81,35
4002,1,75,-77
4002,0,1927,454
4003,0,414,124
4003,0,155,-122
4003,0,163,-191
4003,1,13,-184
4003,0,1341,134
4003,0,3234,350
4003,0,54,-149
4003,0,130,129
4003,0,139,27
4004,0,34,-3
4004,1,53,-158
4004,0,98,71
4004,0,495,160
4004,0,57,-85
4004,0,487,120
4004,0,60,106
4004,0,41,-86
4004,0,609,-40
4004,0,291,-65
4005,1,13,-85
4005,0,45,-89
4005,0,749,73
4005,0,156,111
4005,0,1572,297
4005,0,156,-91
4005,0,2186,117
4005,0,166,10
4005,0,146,-124
4005,0,3280,542
4005,0,709,-49
4006,1,21,-213
4006,0,1991,209
4006,0,39,-114
4006,0,749,143
4006,0,64,-93
4006,0,447,103
4006,0,44,181
4006,0,90,4
4007,1,45,-80
4007,0,33,-49
4007,0,451,173
4007,0,377,76
4007,0,80,43
4007,0,256,217
4007,0,183,-107
4007,0,21,-105
4008,1,79,-139
4008,0,765,-44
4008,0,438,32
4008,0,35,-216
4008,0,206,70
4008,0,170,-160
4008,0,19,-287
4008,0,53,-43
4009,0,47,-196
4009,0,364,-177
4009,0,337,22
4009,1,20,-133
4009,0,38,-40
4009,0,781,-92
4009,0,76,-151
4009,0,99,-133
4010,0,3294,591
4010,1,47,-223
4010,0,507,102
4010,0,67,-217
4010,0,27,-128
4010,0,520,159
4010,0,675,-72
4010,0,1073,27
4010,0,21,-152
4011,1,11,-269
4011,0,537,-104
4011,0,1633,-131
4011,0,305,-64
4011,0,247,0
4011,0,815,-224
4011,0,70,-171
4011,0,158,-118
4012,0,65,-150
4012,0,71,-98
4012,0,6160,-7
4012,0,1026,95
4012,0,149,-252
4012,0,158,-235
4012,0,4668,7
4012,0,1519,25
4012,0,686,-93
4012,0,2982,-127
4013,0,363,-41
4013,0,3305,23
4013,0,5602,122
4013,0,38,-211
4013,0,5445,-75
4013,0,434,-93
4013,0,178,-221
4013,0,40,-226
4013,0,264,35
4013,0,2061,-41
4013,1,30,-141
4013,0,158,-43
4014,1,22,-200
4014,0,349,-120
4014,0,255,-52
4015,0,569,38
4015,0,641,4
4015,0,1751,227
4015,0,118,600
4015,0,1125,-133
4015,1,48,-168
4015,0,18,-102
4016,0,159,-107
4016,0,434,-210
4016,0,1560,7
4016,0,299,110
4016,0,59,-58
4016,1,35,-224
4017,0,363,15
4017,0,2967,-119
4017,0,536,-114
4017,0,92,-298
4017,0,69,-59
4017,0,183,61
4017,0,138,-79
4017,0,1999,-54
4017,0,53,-108
4017,1,17,-188
4018,0,263,-288
4018,0,1303,24
4018,0,116,377
4018,0,47,-407
4018,1,50,-265
4018,0,151,-156
4018,0,601,129
4018,0,53,-27
4018,0,31,-287
4019,0,408,-210
4019,0,54,-239
4019,0,90,-193
4019,0,1510,-97
4019,0,306,-165
4019,0,258,-117
4019,0,1068,-41
4019,0,270,-160
4019,0,238,-208
4019,0,2312,-148
4019,1,22,-101
4020,0,1244,21
4020,0,107,-282
4020,0,1086,122
4020,0,578,-79
4020,0,136,-295
4020,0,53,-356
4020,0,246,-112
4020,0,1695,-160
4020,0,213,-10
4020,0,254,-241
4021,1,74,-169
4021,0,162,-165
4021,0,4040,-160
4021,0,2203,-1
4021,0,530,-73
4021,0,373,-183
4021,0,76,-185
4021,0,1333,-214
4021,0,1081,-207
4022,0,428,-252
4022,0,23,-29
4022,0,690,-77
4022,0,158,-45
4022,0,135,-148
4022,0,218,-11
4022,0,1558,19
4022,0,1307,-48
4022,1,73,-240
4023,0,86,12
4023,0,429,-100
4023,0,1955,61
4023,1,18,-163
4023,0,47,-253
4023,0,488,-101
4023,0,407,89
4024,0,61,-27
4024,0,126,-95
4024,0,34,-76
4024,0,47,-174
4024,0,610,-111
4024,0,237,-153
4024,1,57,43
4024,0,50,-191
4024,0,626,46
4024,0,840,-212
4024,0,368,-20
4025,0,57,-86
4025,0,1949,-7
4025,0,3747,-107
4025,1,40,-276
4025,0,243,-81
4025,0,69,-57
4025,0,315,-236
4025,0,1476,273
4025,0,1191,-149
4025,0,85,-59
4025,0,188,-171
4025,0,37,-140
4026,0,2516,23
4026,1,22,-35
4026,0,51,42
4026,0,54,-205
4026,0,147,-182
4026,0,118,-126
4026,0,310,38
4026,0,272,-106
4026,0,5213,112
4026,0,118,-172
4026,0,116,60
4026,0,1844,-23
4027,0,286,-214
4027,0,56,-186
4027,0,2817,25
4027,1,25,-149
4027,0,1126,-97
4027,0,2499,-183
4027,0,249,16
4027,0,1060,-276
4027,0,1518,-153
4027,0,63,-23
4027,0,805,-31
4027,0,3087,-254
4027,0,61,-343
4027,0,448,26
4027,0,61,-119
4027,0,282,-4
4028,1,81,-306
4028,0,49,-35
4028,0,262,-67
4028,0,48,-164
4028,0,3305,-87
4028,0,2701,186
4028,0,448,-174
4028,0,31,-213
4028,0,1119,60
4028,0,573,-83
4028,0,1410,-152
4028,0,71,-160
4028,0,3439,-49
4029,0,1067,-131
4029,0,220,-158
4029,0,94,31
4029,0,261,-168
4029,1,67,-74
4029,0,13,-152
4029,0,147,517
4029,0,770,-132
4029,0,2365,-14
4029,0,2338,22
4029,0,477,-190
4030,0,898,-180
4030,0,77,-36
4030,0,343,-159
4030,0,3837,327
4030,0,247,-87
4030,0,25,-159
4030,1,1030,-154
4030,0,732,-194
4030,0,58,-23
4030,0,51,-77
4031,0,78,-52
4031,0,920,-235
4031,0,78,-17
4031,0,421,10
4031,0,184,28
4031,0,195,-7
4031,0,272,-155
4031,0,64,-252
4031,0,117,-228
4031,0,98,-103
4031,0,157,-125
4031,1,47,-181
4032,0,129,113
4032,0,47,-223
4032,0,1785,-48
4032,0,383,13
4032,0,425,-15
4032,1,29,-139
4032,0,404,83
4033,0,34,-136
4033,0,38,-89
4033,0,103,-284
4033,0,120,-177
4033,0,1037,-42
4033,0,241,-260
4033,1,39,-274
4033,0,254,-176
4033,0,549,-57
4033,0,79,-300
4034,0,1116,278
4034,0,229,-162
4034,0,1184,-106
4034,0,1724,-68
4034,0,579,-78
4034,0,1593,73
4034,0,1719,-185
4034,0,1229,-114
4034,0,343,-140
4034,0,155,1
4034,1,33,0
4034,0,41,-166
4034,0,89,-194
4034,0,35,36
4035,1,27,-191
4035,0,281,-150
4035,0,3308,-222
4035,0,68,-397
4035,0,2025,-62
4035,0,68,-119
4035,0,4557,117
4035,0,191,-128
4035,0,1108,-154
4035,0,80,-48
4035,0,66,-260
4035,0,76,-132
4036,0,1388,-198
4036,0,2959,163
4036,1,40,-87
4036,0,79,-52
4036,0,1197,-29
4036,0,19,-66
4037,0,131,-229
4037,0,266,6
4037,0,1043,-62
4037,0,121,-87
4037,0,2112,32
4037,0,3941,63
4037,0,2910,72
4037,1,91,-105
4037,0,50,-143
4037,0,272,77
4037,0,37,-19
4037,0,119,44
4037,0,33,-146
